iter	RMSE
223	0.304741844
224	0.3044575914
225	0.3041667713
226	0.3030325857
227	0.302654566
228	0.3022240366
229	0.3018270082
230	0.3007831025
231	0.3004747526
232	0.3000366049
233	0.2996845103
234	0.2993259352
235	0.2988896882
236	0.2985176331
237	0.2979230801
238	0.2975387644
239	0.2973046933
240	0.2968963793
241	0.2963492315
242	0.2961135282
243	0.2958927416
244	0.2954410774
245	0.2949347636
246	0.2944326596
247	0.2941428641
248	0.2937189848
249	0.293171843
250	0.2928369743
251	0.2923843321
252	0.291997066
253	0.2917768882
254	0.2914736589
255	0.2911363684
256	0.2908308848
257	0.2904450114
258	0.2901137144
259	0.2896431916
260	0.289454108
261	0.2891562811
262	0.2888616097
263	0.2886152751
264	0.2882406437
265	0.2876909111
266	0.2873825435
267	0.286984337
268	0.2867172699
269	0.2864040188
270	0.2860756493
271	0.2854529698
272	0.285160812
273	0.2846878153
274	0.2844522504
275	0.2840932294
276	0.2837204293
277	0.2833923881
278	0.2829896026
279	0.2824897135
280	0.2819199487
281	0.2816012403
282	0.2810822398
283	0.2808285004
284	0.2803894442
285	0.2800329801
286	0.2798843871
287	0.279557205
288	0.2793457987
289	0.2790620052
290	0.2783787611
291	0.2780238087
292	0.2778355784
293	0.2773502164
294	0.2771056826
295	0.2767615788
296	0.2765552028
297	0.2762771737
298	0.2759429776
299	0.2756095629
300	0.2753653014
301	0.2750807243
302	0.2748472191
303	0.2744475513
304	0.2740799808
305	0.2737272025
306	0.2733449658
307	0.2731804685
308	0.272823636
309	0.2726193196
310	0.2722149781
311	0.2715494953
312	0.2711544077
313	0.2708263747
314	0.270539304
315	0.2702713493
316	0.2699842291
317	0.2697705258
318	0.269457076
319	0.2692450815
320	0.2689631752
321	0.2687047649
322	0.268350926
323	0.2680277487
324	0.2676629728
325	0.267371793
326	0.2672462191
327	0.2671277399
328	0.266863168
329	0.2664247528
330	0.2661451023
331	0.2656140458
332	0.2653139608
333	0.2651121334
334	0.2649214281
335	0.2646812456
336	0.2644579692
337	0.2641908744
338	0.2639606783
339	0.2636092401
340	0.263233711
341	0.2630251694
342	0.2627884549
343	0.2625125985
344	0.2621960168
345	0.2618121608
346	0.2614364387
347	0.2611027854
348	0.2608318744
349	0.260548762
350	0.2602920315
351	0.2600659402
352	0.2599340686
353	0.2594574381
354	0.2591619156
355	0.2585050171
356	0.2582004592
357	0.2578549907
358	0.2575932807
359	0.2572238185
360	0.2569532759
361	0.2566886143
362	0.2564336583
363	0.2562456538
364	0.2560130279
365	0.2557068692
366	0.2554009393
367	0.2552550435
368	0.2550243277
369	0.2548082069
370	0.2544728378
371	0.254207636
372	0.2539034522
373	0.2536086237
374	0.2532415205
375	0.2531283618
376	0.2528763466
377	0.2527129648
378	0.252514363
379	0.2522363828
380	0.2518789549
381	0.2516272916
382	0.251459319
383	0.2511161442
384	0.2505246571
385	0.2501893666
386	0.2501162193
387	0.2497975614
388	0.2496012786
389	0.2493130703
390	0.2490440087
391	0.2486508357
392	0.2484566167
393	0.2480552351
394	0.2478091041
395	0.247487256
396	0.2472815593
397	0.2469746413
398	0.2465663045
399	0.2462917782
400	0.245909769
401	0.2455039329
402	0.24522444
403	0.2450248904
404	0.2447176184
405	0.2445992939
406	0.2443107162
407	0.2442130019
408	0.2440910363
409	0.2438248177
410	0.2435046342
411	0.2432513487
412	0.2430463612
413	0.2427977078
414	0.2425626446
415	0.2422568017
416	0.2419398712
417	0.2415593369
418	0.2413489253
419	0.2411388428
420	0.2408686229
421	0.2406658982
422	0.240271111
423	0.2400766052
424	0.2399414574
425	0.2397139222
426	0.239392052
427	0.2392040192
428	0.2389121897
429	0.238699169
430	0.2383847199
431	0.238154636
432	0.2379365246
433	0.2377350418
434	0.2373956356
435	0.237157167
436	0.2369802609
437	0.2366701155
438	0.2364243794
439	0.2362485779
440	0.2359413477
441	0.235516222
442	0.2353293216
443	0.2349374134
444	0.2347342024
445	0.2343144051
446	0.2341922202
447	0.2339902155
448	0.2338162315
449	0.2336045703
450	0.2333713483
451	0.2329497544
452	0.232739525
453	0.2324742414
454	0.2321434871
455	0.2319708227
456	0.2316040434
457	0.231470014
458	0.2312127854
459	0.2310210427
460	0.2308618668
461	0.2306210285
462	0.2303786319
463	0.230164472
464	0.2299152892
465	0.2297595512
466	0.2295002964
467	0.2292523096
468	0.2291224004
469	0.2288509161
470	0.2284143317
471	0.2282014743
472	0.2279488135
473	0.2276942619
474	0.2275612888
475	0.2274727657
476	0.2272865305
477	0.2270487064
478	0.2268478742
479	0.2264871605
480	0.2262442094
481	0.2260049055
482	0.2258120547
483	0.2256728198
484	0.2252478659
485	0.2250667856
486	0.2249379413
487	0.224774571
488	0.2246565697
489	0.2244291968
490	0.2241107502
491	0.2238805687
492	0.2235701673
493	0.2233077944
494	0.223011245
495	0.2228485152
496	0.2226646111
497	0.222491879
498	0.2222863016
499	0.2221090931
